name,state,pop
Rolla Technical Institute/Center,MO,145.0
Everest College-Springfield,MO,232.0
Saint Louis University,MO,7822.0
Salem College of Hairstyling,MO,48.0
Sanford-Brown College-Fenton,MO,15.0
American College of Hair Design Inc,MO,29.0
Sikeston Career and Technology Center,MO,46.0
Saint Louis Christian College,MO,166.0
St Louis College of Pharmacy,MO,693.0
Saint Louis Community College,MO,19362.0
Saint Paul School of Theology,KS,
Southwest Baptist University,MO,2477.0
Missouri State University-West Plains,MO,1571.0
Saint Luke's College of Health Sciences,MO,372.0
St Louis College of Health Careers-St Louis,MO,305.0
State Fair Community College,MO,4024.0
Stephens College,MO,667.0
Southeast Missouri State University,MO,9382.0
Missouri State University-Springfield,MO,16177.0
North Central Missouri College,MO,1182.0
Truman Medical Center School of Nurse Anesthesia,MO,
Kansas City University of Medicine and Biosciences,MO,
Washington University in St Louis,MO,6913.0
Webster University,MO,3349.0
Wentworth Military Academy and College,MO,385.0
Westminster College,MO,943.0
William Jewell College,MO,1043.0
William Woods University,MO,990.0
Academy of Cosmetology,MT,29.0
Blackfeet Community College,MT,482.0
Butte Academy of Beauty Culture,MT,46.0
Highlands College of Montana Tech,MT,569.0
Crevier's Academy of Cosmetology Arts,MT,82.0
Carroll College,MT,1410.0
Dawson Community College,MT,237.0
Chief Dull Knife College,MT,168.0
Montana State University-Billings,MT,4071.0
Flathead Valley Community College,MT,1625.0
Aaniiih Nakoda College,MT,124.0
Fort Peck Community College,MT,323.0
Great Falls College Montana State University,MT,1479.0
University of Great Falls,MT,1035.0
Helena College University of Montana,MT,1065.0
Little Big Horn College,MT,256.0
Miles Community College,MT,345.0
Modern Beauty School Inc,MT,46.0
Montana Tech of the University of Montana,MT,1868.0
Montana State University,MT,13117.0
The University of Montana,MT,10969.0
Montana State University-Northern,MT,1125.0
Rocky Mountain College,MT,903.0
Salish Kootenai College,MT,818.0
The University of Montana-Western,MT,1337.0
La'James International College,NE,24.0
Bellevue University,NE,6185.0
Clarkson College,NE,739.0
Bryan College of Health Sciences,NE,588.0
Central Community College,NE,4151.0
Chadron State College,NE,2199.0
College of Hair Design-Downtown,NE,98.0
Concordia University-Nebraska,NE,1232.0
Creighton University,NE,3977.0
Doane University-Arts & Sciences,NE,1064.0
Grace University,NE,387.0
Hastings College,NE,1135.0
CHI Health School of Radiologic Technology,NE,22.0
Joseph's College Cosmetology,NE,229.0
University of Nebraska at Kearney,NE,5081.0
Kaplan University-Lincoln Campus,NE,548.0
Nebraska Methodist College of Nursing & Allied Health,NE,742.0
Metropolitan Community College Area,NE,7275.0
Mid-Plains Community College,NE,1278.0
Midland University,NE,1236.0
Nebraska Christian College,NE,134.0
University of Nebraska at Omaha,NE,11989.0
Kaplan University-Omaha Campus,NE,658.0
Nebraska Indian Community College,NE,115.0
University of Nebraska Medical Center,NE,828.0
Nebraska Wesleyan University,NE,1803.0
University of Nebraska-Lincoln,NE,19979.0
Northeast Community College,NE,2726.0
Peru State College,NE,1537.0
College of Saint Mary,NE,718.0
Southeast Community College Area,NE,6979.0
Vatterott College-Spring Valley,NE,145.0
Nebraska College of Technical Agriculture,NE,242.0
Wayne State College,NE,2869.0
Regional West Medical Center School of Radiologic Technology,NE,7.0
Western Nebraska Community College,NE,1363.0
York College,NE,402.0
Academy of Hair Design-Las Vegas,NV,45.0
Career College of Northern Nevada,NV,581.0
College of Southern Nevada,NV,31149.0
The Art Institute of Las Vegas,NV,952.0
Everest College-Henderson,NV,800.0
Marinello Schools of Beauty-Las Vegas,NV,367.0
University of Nevada-Las Vegas,NV,23329.0
University of Nevada-Reno,NV,16330.0
Great Basin College,NV,2095.0
Marinello Schools of Beauty-Reno,NV,217.0
Sierra Nevada College,NV,548.0
Truckee Meadows Community College,NV,8719.0
Western Nevada College,NV,3500.0
Colby-Sawyer College,NH,1351.0
Continental Academie of Hair Design-Hudson,NH,72.0
Daniel Webster College,NH,644.0
Dartmouth College,NH,4184.0
Empire Beauty School-Laconia,NH,83.0
Empire Beauty School-Somersworth,NH,101.0
Franklin Pierce University,NH,1731.0
University of New Hampshire-School of Law,NH,
Mount Washington College,NH,1504.0
Keene Beauty Academy,NH,51.0
Northeast Catholic College,NH,61.0
Michaels School of Hair Design and Esthetics-Paul Mitchell Partner School,NH,161.0
New England College,NH,1700.0
New England School of Hair Design,NH,41.0
Southern New Hampshire University,NH,28035.0
New Hampshire Institute for Therapeutic Arts,NH,37.0
University of New Hampshire-Main Campus,NH,12591.0
Keene State College,NH,4662.0
University of New Hampshire at Manchester,NH,718.0
Plymouth State University,NH,3644.0
NHTI-Concord's Community College,NH,3822.0
White Mountains Community College,NH,560.0
River Valley Community College,NH,880.0
Lakes Region Community College,NH,1049.0
Nashua Community College,NH,1951.0
Great Bay Community College,NH,1857.0
Paul Mitchell the School-Portsmouth,NH,49.0
Rivier University,NH,1433.0
Saint Anselm College,NH,1950.0
St Joseph School of Nursing,NH,135.0
Granite State College,NH,1800.0
Thomas More College of Liberal Arts,NH,93.0
Eastwick College-Hackensack,NJ,375.0
Atlantic Cape Community College,NJ,6359.0
Fortis Institute-Wayne,NJ,564.0
Bergen Community College,NJ,14530.0
Berkeley College-Woodland Park,NJ,3622.0
Beth Medrash Govoha,NJ,2703.0
Bloomfield College,NJ,1933.0
Brookdale Community College,NJ,12077.0
Rowan College at Burlington County,NJ,8668.0
Caldwell University,NJ,1596.0
Camden County College,NJ,11034.0
Centenary College,NJ,1612.0
Adult and Continuing Education-BCTS,NJ,90.0
Branford Hall Career Institute-Parsippany,NJ,119.0
Lincoln Technical Institute-Edison,NJ,537.0
American Institute-Clifton,NJ,665.0
Empire Beauty School-Ocean,NJ,89.0
Cooper Health System Center for Allied Health Education,NJ,40.0
County College of Morris,NJ,7250.0
Cumberland County College,NJ,3760.0
Divers Academy International,NJ,211.0
Drake College of Business-Elizabeth,NJ,849.0
Drew University,NJ,1356.0
duCret School of Arts,NJ,41.0
Lincoln Technical Institute-South Plainfield,NJ,321.0
Essex County College,NJ,10251.0
Empire Beauty School-Union,NJ,117.0
Fairleigh Dickinson University-Metropolitan Campus,NJ,3870.0
Felician University,NJ,1629.0
Fairleigh Dickinson University-College at Florham,NJ,2359.0
Hohokus School of Trade and Technical Sciences,NJ,183.0
Georgian Court University,NJ,1423.0
Rowan University,NJ,11690.0
Rowan College at Gloucester County,NJ,6310.0
Empire Beauty School-Cherry Hill,NJ,111.0
Harris School of Business-Cherry Hill Campus,NJ,389.0
Eastwick College-Ramsey,NJ,865.0
Holy Name Medical Center School of Nursing,NJ,147.0
Hudson County Community College,NJ,8707.0
New Jersey City University,NJ,6163.0
Joe Kubert School of Cartoon and Graphic Art,NJ,99.0
Kean University,NJ,11938.0
Harris School of Business-Voorhees Campus,NJ,443.0
Lincoln Technical Institute-Union,NJ,1211.0
Rizzieri Aveda School for Beauty and Wellness,NJ,253.0
Mercer County Community College,NJ,7132.0
Middlesex County College,NJ,11033.0
Monmouth University,NJ,4584.0
Montclair State University,NJ,15676.0
HackensackUMC Mountainside School of Nursing,NJ,110.0
JFK Muhlenberg Harold B & Dorothy A Snyder Schools-School of Nursing,NJ,395.0
Eastwick College-Nutley,NJ,321.0
Empire Beauty School-Jersey City,NJ,58.0
New Brunswick Theological Seminary,NJ,
Robert Fiance Beauty Schools-West New York,NJ,255.0
New Jersey Institute of Technology,NJ,6748.0
Ocean County College,NJ,8086.0
P B Cosmetology Education Center,NJ,171.0
Parisian Beauty School,NJ,369.0
Passaic County Community College,NJ,8479.0
Pennco Tech-Blackwood,NJ,601.0
Princeton Theological Seminary,NJ,
Princeton University,NJ,5258.0
Rabbinical College of America,NJ,206.0
Ramapo College of New Jersey,NJ,5447.0
Robert Fiance Beauty Schools-Perth Amboy,NJ,233.0
Rider University,NJ,4188.0
Roman Academy of Beauty Culture,NJ,46.0
Rutgers University-Camden,NJ,4801.0
Rutgers University-New Brunswick,NJ,34094.0
Rutgers University-Newark,NJ,6841.0
St Francis Medical Center-School of Radiologic Technology,NJ,14.0
Saint Francis Medical Center School of Nursing,NJ,52.0
Saint Peter's University,NJ,2409.0
Salem Community College,NJ,1064.0
Seton Hall University,NJ,5609.0
Atlantic Beauty & Spa Academy LLC,NJ,131.0
College of Saint Elizabeth,NJ,862.0
Raritan Valley Community College,NJ,6579.0
Stevens Institute of Technology,NJ,2842.0
Stockton University,NJ,7676.0
Talmudical Academy-New Jersey,NJ,69.0
Teterboro School of Aeronautics,NJ,160.0
Thomas Edison State University,NJ,20143.0
The College of New Jersey,NJ,6407.0
Sanford-Brown Institute-Iselin,NJ,521.0
Union County College,NJ,11234.0
William Paterson University of New Jersey,NJ,9508.0
Olympian Academy of Cosmetology,NM,986.0
Central New Mexico Community College,NM,22767.0
Navajo Technical University,NM,2031.0
De Wolff College Hair Styling and Cosmetology,NM,80.0
New Mexico State University-Dona Ana,NM,6212.0
Clovis Community College,NM,2028.0
Eastern New Mexico University-Main Campus,NM,3731.0
Eastern New Mexico University-Roswell Campus,NM,1847.0
Institute of American Indian and Alaska Native Culture,NM,235.0
New Mexico Highlands University,NM,2140.0
New Mexico Junior College,NM,1885.0
New Mexico Military Institute,NM,459.0
University of New Mexico-Gallup Campus,NM,1984.0
New Mexico Institute of Mining and Technology,NM,1525.0
University of New Mexico-Los Alamos Campus,NM,640.0
University of New Mexico-Main Campus,NM,20261.0
New Mexico State University-Alamogordo,NM,1073.0
New Mexico State University-Carlsbad,NM,742.0
New Mexico State University-Grants,NM,403.0
New Mexico State University-Main Campus,NM,12171.0
University of New Mexico-Valencia County Campus,NM,1732.0
Northern New Mexico College,NM,925.0
San Juan College,NM,5925.0
Santa Fe Community College,NM,3729.0
Santa Fe University of Art and Design,NM,839.0
University of the Southwest,NM,366.0
Southwestern Indian Polytechnic Institute,NM,475.0
University of New Mexico-Taos Campus,NM,910.0
Mesalands Community College,NM,744.0
Vogue College of Cosmetology-Santa Fe,NM,72.0
Western New Mexico University,NM,2105.0
Vaughn College of Aeronautics and Technology,NY,1605.0
Adelphi University,NY,5036.0
Adirondack Community College,NY,3535.0
Globe Institute of Technology,NY,490.0
Bryant & Stratton College-Albany,NY,480.0
Albany College of Pharmacy and Health Sciences,NY,1076.0
Albany Law School,NY,
Albany Medical College,NY,
Alfred University,NY,1842.0
Allen School-Brooklyn,NY,476.0
The Ailey School,NY,96.0
American Academy of Dramatic Arts-New York,NY,253.0
American Academy McAllister Institute of Funeral Service,NY,424.0
Joffrey Ballet School,NY,262.0
American Musical and Dramatic Academy,NY,1735.0
Apex Technical School,NY,1259.0
Arnot Ogden Medical Center,NY,70.0
Associated Beth Rivkah Schools,NY,147.0
Austin's School of Spa Technology,NY,283.0
Bank Street College of Education,NY,
Bard College,NY,2021.0
Barnard College,NY,2556.0
Berk Trade and Business School,NY,243.0
Berkeley College-New York,NY,4388.0
Beth Hatalmud Rabbinical College,NY,29.0
Beth Hamedrash Shaarei Yosher Institute,NY,42.0
Phillips Beth Israel School of Nursing,NY,278.0
Hair Design Institute at Fifth Avenue-Brooklyn,NY,129.0
Boricua College,NY,1104.0
Bramson ORT College,NY,560.0
Briarcliffe College,NY,1719.0
Brittany Beauty School,NY,140.0
American Beauty School,NY,201.0
Brooklyn Law School,NY,
SUNY Broome Community College,NY,5556.0
Bryant & Stratton College-Amherst,NY,340.0
Bryant & Stratton College-Syracuse North,NY,466.0
Bryant & Stratton College-Syracuse,NY,503.0
Bryant & Stratton College-Buffalo,NY,671.0
Bryant & Stratton College-Greece,NY,401.0
Business Informatics Center Inc,NY,24.0
Canisius College,NY,2736.0
Capri Cosmetology Learning Centers,NY,223.0
St Paul's School of Nursing-Queens,NY,504.0
Cayuga County Community College,NY,2720.0
Cazenovia College,NY,1067.0
Central Yeshiva Tomchei Tmimim Lubavitz,NY,613.0
Cheryl Fells School of Business,NY,72.0
Christ the King Seminary,NY,
Christine Valmy International School for Esthetics  Skin Care & Makeup,NY,278.0
Circle in the Square Theater School,NY,69.0
Clarkson University,NY,3130.0
Clinton Community College,NY,1220.0
Cochran School of Nursing,NY,93.0
Colgate Rochester Crozer Divinity School,NY,
Colgate University,NY,2865.0
Metropolitan College of New York,NY,897.0
Columbia University in the City of New York,NY,8100.0
Columbia-Greene Community College,NY,1462.0
Empire Beauty School-Queens,NY,131.0
Concordia College-New York,NY,886.0
Continental School of Beauty Culture-Buffalo,NY,125.0
Continental School of Beauty Culture-Batavia,NY,41.0
Continental School of Beauty Culture-Rochester,NY,317.0
Cooper Union for the Advancement of Science and Art,NY,852.0
Cornell University,NY,14195.0
Weill Cornell Medical College,NY,
Corning Community College,NY,2807.0
Pomeroy College of Nursing at Crouse Hospital,NY,345.0
Culinary Institute of America,NY,2778.0
CUNY Bernard M Baruch College,NY,14420.0
CUNY Borough of Manhattan Community College,NY,25849.0
CUNY Bronx Community College,NY,10685.0
CUNY Brooklyn College,NY,12925.0
College of Staten Island CUNY,NY,12944.0
CUNY City College,NY,12175.0
CUNY Graduate School and University Center,NY,1297.0
CUNY Hostos Community College,NY,6389.0
CUNY Hunter College,NY,15778.0
CUNY John Jay College of Criminal Justice,NY,12758.0
CUNY Kingsborough Community College,NY,13625.0
CUNY LaGuardia Community College,NY,17069.0
CUNY Lehman College,NY,9417.0
CUNY Medgar Evers College,NY,6241.0
CUNY New York City College of Technology,NY,16354.0
CUNY Queens College,NY,14842.0
CUNY Queensborough Community College,NY,14197.0
CUNY School of Law,NY,
CUNY York College,NY,7245.0
CVPH Medical Center School of Radiologic Technology,NY,23.0
D'Youville College,NY,1796.0
Daemen College,NY,1965.0
Yeshiva of Far Rockaway Derech Ayson Rabbinical Seminary,NY,38.0
Dominican College of Blauvelt,NY,1483.0
Dowling College,NY,1281.0
Dutchess Community College,NY,6885.0
Belanger School of Nursing,NY,127.0
Elmira Business Institute,NY,400.0
Elmira College,NY,1318.0
Erie Community College,NY,10624.0
Fashion Institute of Technology,NY,8260.0
Finger Lakes Community College,NY,4250.0
Five Towns College,NY,637.0
Fordham University,NY,8485.0
The International Culinary Center,NY,452.0
Fulton-Montgomery Community College,NY,2008.0
Gemological Institute of America-New York,NY,202.0
The General Theological Seminary,NY,
Genesee Community College,NY,4032.0
Gloria Francis School of Make-Up Artistry,NY,100.0
Hamilton College,NY,1890.0
Hartwick College,NY,1528.0
Helene Fuld College of Nursing,NY,443.0
Herkimer County Community College,NY,2242.0
Hilbert College,NY,932.0
Hobart William Smith Colleges,NY,2344.0
Hofstra University,NY,6803.0
Houghton College,NY,1010.0
Hudson Valley Community College,NY,8582.0
Hunter Business School,NY,1005.0
Institute of Design and Construction,NY,65.0
Institute of Audio Research,NY,473.0
Iona College,NY,3052.0
Isabella Graham Hart School of Practical Nursing,NY,45.0
Island Drafting and Technical Institute,NY,110.0
Ithaca College,NY,6087.0
Jamestown Community College,NY,3187.0
Jamestown Business College,NY,318.0
Jefferson Community College,NY,3009.0
Jewish Theological Seminary of America,NY,156.0
The Juilliard School,NY,509.0
SBI Campus-An Affiliate of Sanford-Brown,NY,240.0
Kehilath Yakov Rabbinical Seminary,NY,125.0
Keuka College,NY,1797.0
LIM College,NY,1548.0
Le Moyne College,NY,2728.0
LIU Brooklyn,NY,4755.0
LIU Post,NY,3774.0
Long Island Beauty School-Hempstead,NY,127.0
Long Island Business Institute,NY,376.0
LIU Hudson at Rockland,NY,
LIU Brentwood,NY,15.0
Machzikei Hadath Rabbinical College,NY,147.0
Mandl School-The College of Allied Health,NY,707.0
Manhattan College,NY,3471.0
Manhattan School of Music,NY,389.0
Manhattanville College,NY,1754.0
Maria College of Albany,NY,849.0
Marion S Whelan School of Nursing of Geneva General Hospital,NY,29.0
Marist College,NY,5240.0
MarJon School of Beauty ltd-Tonawanda,NY,64.0
Marymount Manhattan College,NY,1831.0
Medaille College,NY,1914.0
Memorial College of Nursing,NY,131.0
Memorial Hospital School of Radiation Therapy Technology,NY,15.0
Mercy College,NY,6402.0
Mesivta Torah Vodaath Rabbinical Seminary,NY,276.0
Mesivta of Eastern Parkway-Yeshiva Zichron Meilech,NY,33.0
Mesivtha Tifereth Jerusalem of America,NY,46.0
Southern Westchester BOCES-Practical Nursing Program,NY,165.0
Midway Paris Beauty School,NY,108.0
Mildred Elley School-Albany Campus,NY,603.0
Mirrer Yeshiva Cent Institute,NY,132.0
Modern Welding School,NY,88.0
Mohawk Valley Community College,NY,5153.0
Molloy College,NY,3293.0
Monroe College,NY,6181.0
Monroe Community College,NY,13982.0
Mount Saint Mary College,NY,2096.0
College of Mount Saint Vincent,NY,1671.0
Icahn School of Medicine at Mount Sinai,NY,
Nassau Community College,NY,20218.0
Nazareth College,NY,2017.0
Neighborhood Playhouse School of the Theater,NY,80.0
The College of New Rochelle,NY,3075.0
The New School,NY,6695.0
New School of Radio and Television,NY,65.0
New York Chiropractic College,NY,
Star Career Academy-New York,NY,723.0
New York Law School,NY,
New York Medical College,NY,
New York School for Medical and Dental Assistants,NY,264.0
New York Theological Seminary,NY,
New York University,NY,24539.0
Niagara County Community College,NY,5118.0
Niagara University,NY,3130.0
Empire Beauty School-Peekskill,NY,31.0
North Country Community College,NY,1042.0
New York College of Podiatric Medicine,NY,
New York Institute of Technology,NY,4160.0
New York School of Interior Design,NY,353.0
Nyack College,NY,1695.0
Ohr Hameir Theological Seminary,NY,96.0
Onondaga Community College,NY,8390.0
Orange County Community College,NY,5413.0
Otsego Area BOCES-Practical Nursing Program,NY,39.0
Pace University-New York,NY,8163.0
Paul Smiths College of Arts and Science,NY,891.0
Continental School of Beauty Culture-West Seneca,NY,95.0
Plaza College,NY,716.0
Davis College,NY,252.0
Pratt Institute-Main,NY,3232.0
Professional Business College,NY,0.0
Rabbinical Academy Mesivta Rabbi Chaim Berlin,NY,155.0
Rabbinical College Bobover Yeshiva Bnei Zion,NY,273.0
Rabbinical College of Ch'san Sofer New York,NY,34.0
Rabbinical College Beth Shraga,NY,41.0
Rabbinical College of Long Island,NY,115.0
Rabbinical Seminary of America,NY,282.0
Rensselaer Polytechnic Institute,NY,5557.0
Ridley-Lowell Business & Technical Institute-Binghamton,NY,146.0
Roberts Wesleyan College,NY,1335.0
Everest Institute-Rochester,NY,545.0
Rochester Institute of Technology,NY,12635.0
University of Rochester,NY,6074.0
Rockland Community College,NY,6341.0
Empire Beauty School-Manhattan,NY,585.0
The Sage Colleges,NY,1657.0
St Bernard's School of Theology and Ministry,NY,
St Bonaventure University,NY,1735.0
St Francis College,NY,2661.0
St Joseph's College of Nursing at St Joseph's Hospital Health Center,NY,317.0
St Lawrence University,NY,2282.0
The College of Saint Rose,NY,2614.0
St. Thomas Aquinas College,NY,1147.0
Samaritan Hospital School of Nursing,NY,164.0
Sarah Lawrence College,NY,1366.0
Schenectady County Community College,NY,3802.0
Sh'or Yoshuv Rabbinical College,NY,95.0
Siena College,NY,3085.0
Skidmore College,NY,2612.0
Saint Joseph's College-New York,NY,3985.0
Saint Vladimirs Orthodox Theological Seminary,NY,
Spanish-American Institute,NY,0.0
Saint Elizabeth College of Nursing,NY,209.0
Saint John Fisher College,NY,2834.0
St Paul's School of Nursing-Staten Island,NY,694.0
St James Mercy Hospital School of Radiologic Science,NY,10.0
St John's University-New York,NY,10878.0
New York Career Institute,NY,518.0
Branford Hall Career Institute-Bohemia Campus,NY,682.0
Sullivan County Community College,NY,1143.0
SUNY College of Technology at Alfred,NY,3607.0
SUNY College of Technology at Canton,NY,3140.0
SUNY College of Technology at Delhi,NY,3407.0
SUNY College of Agriculture and Technology at Cobleskill,NY,2512.0
Farmingdale State College,NY,7768.0
Morrisville State College,NY,2728.0
SUNY at Albany,NY,12659.0
SUNY at Binghamton,NY,13372.0
University at Buffalo,NY,19488.0
Stony Brook University,NY,16170.0
SUNY College of Environmental Science and Forestry,NY,1718.0
SUNY Polytechnic Institute,NY,1890.0
SUNY College at Brockport,NY,6951.0
SUNY Buffalo State,NY,9185.0
SUNY College at Cortland,NY,6311.0
SUNY at Fredonia,NY,4900.0
SUNY College at Geneseo,NY,5497.0
State University of New York at New Paltz,NY,6464.0
SUNY Oneonta,NY,5803.0
SUNY College at Oswego,NY,7102.0
SUNY College at Potsdam,NY,3669.0
SUNY at Purchase College,NY,3925.0
SUNY College of Optometry,NY,
SUNY College at Old Westbury,NY,4173.0
SUNY College at Plattsburgh,NY,5430.0
SUNY Downstate Medical Center,NY,338.0
SUNY Empire State College,NY,9949.0
SUNY Maritime College,NY,1624.0
Upstate Medical University,NY,232.0
Swedish Institute a College of Health Sciences,NY,792.0
Syracuse University,NY,14768.0
Talmudical Seminary Oholei Torah,NY,330.0
Talmudical Institute of Upstate New York,NY,13.0
Teachers College at Columbia University,NY,
Technical Career Institutes,NY,2761.0
Tompkins Cortland Community College,NY,2859.0
Torah Temimah Talmudical Seminary,NY,102.0
Touro College,NY,5870.0
Trocaire College,NY,1336.0
Excelsior College,NY,38426.0
Ulster County Community College,NY,2125.0
Sanford-Brown Institute-New York,NY,1226.0
Union Theological Seminary in the City of New York,NY,
United Talmudical Seminary,NY,2096.0
United States Merchant Marine Academy,NY,939.0
Utica College,NY,2857.0
Utica School of Commerce,NY,282.0
Vassar College,NY,2389.0
Villa Maria College,NY,469.0
School of Visual Arts,NY,3577.0
Wagner College,NY,1813.0
Webb Institute,NY,90.0
Wells College,NY,525.0
The College of Westchester,NY,1008.0
SUNY Westchester Community College,NY,12257.0
Westchester School of Beauty Culture,NY,87.0
Wood Tobe-Coburn School,NY,411.0
Word of Life Bible Institute,NY,569.0
Yeshiva Karlin Stolin,NY,113.0
Yeshivat Mikdash Melech,NY,131.0
Yeshiva Derech Chaim,NY,104.0
Yeshiva of Nitra Rabbinical College,NY,243.0
Yeshiva Shaar Hatorah,NY,56.0
Yeshiva University,NY,2814.0
Yeshivath Viznitz,NY,498.0
Yeshivath Zichron Moshe,NY,163.0
College of the Albemarle,NC,1955.0
The Art Institute of Charlotte,NC,1129.0
South Piedmont Community College,NC,1784.0
Appalachian State University,NC,16116.0
Asheville-Buncombe Technical Community College,NC,5861.0
Barton College,NC,998.0
Beaufort County Community College,NC,1525.0
Belmont Abbey College,NC,1545.0
Bennett College,NC,553.0
Bladen Community College,NC,1130.0
Blue Ridge Community College,NC,1812.0
Brevard College,NC,696.0
Brookstone College-Charlotte,NC,115.0
Brunswick Community College,NC,1449.0
Cabarrus College of Health Sciences,NC,434.0
Caldwell Community College and Technical Institute,NC,3782.0
Campbell University,NC,4228.0
Cape Fear Community College,NC,8390.0
Carolina School of Broadcasting,NC,48.0
Carteret Community College,NC,1517.0
Catawba College,NC,1274.0
Catawba Valley Community College,NC,3853.0
South College-Asheville,NC,283.0
Central Carolina Community College,NC,3861.0
Central Piedmont Community College,NC,18596.0
Chowan University,NC,1478.0
Cleveland Community College,NC,2137.0
Coastal Carolina Community College,NC,4122.0
Craven Community College,NC,2857.0
Davidson County Community College,NC,3478.0
Davidson College,NC,1765.0
Duke University,NC,6480.0
Durham Technical Community College,NC,4769.0
East Carolina University,NC,21207.0
Edgecombe Community College,NC,2274.0
Elizabeth City State University,NC,1763.0
Elon University,NC,5782.0
Fayetteville Beauty College,NC,68.0
Fayetteville Technical Community College,NC,10598.0
Fayetteville State University,NC,4862.0
Forsyth Technical Community College,NC,8325.0
Gardner-Webb University,NC,2688.0
Gaston College,NC,5501.0
Greensboro College,NC,741.0
Guilford College,NC,1998.0
Guilford Technical Community College,NC,11813.0
Halifax Community College,NC,1066.0
Haywood Community College,NC,1859.0
Heritage Bible College,NC,68.0
High Point University,NC,4197.0
Isothermal Community College,NC,1423.0
James Sprunt Community College,NC,833.0
Laurel University,NC,148.0
Johnson C Smith University,NC,1375.0
Johnston Community College,NC,3184.0
Lees-McRae College,NC,934.0
Lenoir Community College,NC,2154.0
Lenoir-Rhyne University,NC,1377.0
Leons Beauty School Inc,NC,124.0
Livingstone College,NC,1301.0
Louisburg College,NC,697.0
Mars Hill University,NC,1396.0
Martin Community College,NC,477.0
Mayland Community College,NC,650.0
McDowell Technical Community College,NC,693.0
Mercy School of Nursing,NC,130.0
Meredith College,NC,1618.0
Methodist University,NC,2171.0
Miller-Motte College-Wilmington,NC,3463.0
Mitchell Community College,NC,2453.0
Mitchells Hairstyling Academy-Wilson,NC,27.0
Regina's College of Beauty-Monroe,NC,45.0
Montgomery Community College,NC,604.0
Montreat College,NC,647.0
University of Mount Olive,NC,3258.0
College of Wilmington,NC,224.0
Nash Community College,NC,2823.0
North Carolina A & T State University,NC,8894.0
University of North Carolina at Asheville,NC,3425.0
University of North Carolina at Chapel Hill,NC,17908.0
University of North Carolina at Charlotte,NC,22120.0
University of North Carolina at Greensboro,NC,14497.0
North Carolina Central University,NC,5554.0
University of North Carolina School of the Arts,NC,852.0
North Carolina State University at Raleigh,NC,22925.0
North Carolina Wesleyan College,NC,1864.0
University of North Carolina Wilmington,NC,12686.0
Pamlico Community College,NC,335.0
William Peace University,NC,1077.0
University of North Carolina at Pembroke,NC,5303.0
Pfeiffer University,NC,951.0
Piedmont International University,NC,190.0
Piedmont Community College,NC,1167.0
Pitt Community College,NC,7895.0
Queens University of Charlotte,NC,1621.0
Randolph Community College,NC,2590.0
Richmond Community College,NC,1948.0
Mid-Atlantic Christian University,NC,195.0
Roanoke-Chowan Community College,NC,721.0
Robeson Community College,NC,1907.0
Rockingham Community College,NC,1552.0
Rowan-Cabarrus Community College,NC,5536.0
Saint Augustine's University,NC,1016.0
Salem College,NC,946.0
Sampson Community College,NC,1206.0
Sandhills Community College,NC,3154.0
Shaw University,NC,1661.0
Sherrill's University of Barber & Cosmetology,NC,79.0
Paul Mitchell the School-Fayetteville,NC,218.0
St Andrews University,NC,601.0
Empire Beauty School-Matthews,NC,77.0
Stanly Community College,NC,2080.0
Southeastern Baptist Theological Seminary,NC,502.0
Surry Community College,NC,2318.0
Alamance Community College,NC,3781.0
Tri-County Community College,NC,814.0
Vance-Granville Community College,NC,3062.0
Wake Forest University,NC,4861.0
Wake Technical Community College,NC,19942.0
Warren Wilson College,NC,819.0
Watts School of Nursing,NC,138.0
Wayne Community College,NC,2773.0
Western Piedmont Community College,NC,1772.0
Wilkes Community College,NC,1983.0
Wilson Community College,NC,1307.0
Wingate University,NC,1941.0
Carolina Christian College,NC,36.0
Winston Salem Barber School,NC,44.0
Winston-Salem State University,NC,4743.0
Western Carolina University,NC,8603.0
Rasmussen College-North Dakota,ND,768.0
Bismarck State College,ND,3212.0
Dickinson State University,ND,1231.0
Nueta Hidatsa Sahnish College,ND,137.0
Josef's School of Hair Design Inc-Grand Forks,ND,51.0
Headquarters Academy of Hair Design Inc,ND,51.0
University of Jamestown,ND,866.0
Josef's School of Hair Design Inc-Fargo Downtown,ND,49.0
Lake Region State College,ND,662.0
Cankdeska Cikana Community College,ND,145.0
University of Mary,ND,1928.0
Mayville State University,ND,784.0
Minot State University,ND,2570.0
University of North Dakota,ND,10978.0
North Dakota State College of Science,ND,2067.0
Dakota College at Bottineau,ND,465.0
North Dakota State University-Main Campus,ND,11763.0
Williston State College,ND,575.0
JZ Trend Academy Paul Mitchell Partner School,ND,49.0
Sitting Bull College,ND,246.0
Trinity Bible College,ND,212.0
Turtle Mountain Community College,ND,457.0
United Tribes Technical College,ND,434.0
Valley City State University,ND,952.0
ETI Technical College,OH,152.0
The Art Institute of Cincinnati-AIC College of Design,OH,36.0
Miami-Jacobs Career College-Independence,OH,193.0
Akron Institute of Herzing University,OH,315.0
University of Akron Main Campus,OH,18148.0
Akron School of Practical Nursing,OH,47.0
University of Akron Wayne College,OH,1233.0
Allegheny Wesleyan College,OH,53.0
Antonelli College-Cincinnati,OH,173.0
Apollo Career Center,OH,365.0
Art Academy of Cincinnati,OH,201.0
Ashland County-West Holmes Career Center,OH,53.0
Ashland University,OH,3227.0
