name,state,pop
Denver School of Nursing,CO,790.0
Cozmo Beauty School,FL,66.0
Orion College,FL,441.0
North Florida Academy,FL,31.0
Professional Hands Institute,FL,37.0
Celebrity School of Beauty,FL,182.0
Paul Mitchell the School-Atlanta,GA,305.0
Evans Hairstyling College-Rexburg,ID,61.0
Paul Mitchell the School-Rexburg,ID,108.0
University of Aesthetics-Chicago,IL,26.0
The University of Aesthetics & Cosmetology,IL,31.0
Tricoci University of Beauty Culture-Chicago NW,IL,196.0
Tricoci University of Beauty Culture-Glendale Heights,IL,138.0
Tricoci University of Beauty Culture-Peoria,IL,133.0
Tricoci University of Beauty Culture-Rockford,IL,145.0
Frederick School of Cosmetology,MD,17.0
Omega Studios' School of Applied Recording Arts & Sciences,MD,85.0
Focus-Hope Information Technologies Center,MI,109.0
International Cosmetology Academy,MI,47.0
French Academy of Cosmetology,MI,58.0
Healing Arts Center,MO,96.0
Paul Mitchell the School-Springfield,MO,93.0
Urshan Graduate School of Theology,MO,
Mississippi Institute of Aesthetics Nails & Cosmetology,MS,85.0
College of Western Idaho,ID,7363.0
Aveda Institute-Chapel Hill,NC,180.0
Charlotte School of Law,NC,
Daoist Traditions College of Chinese Medical Arts,NC,
Total Image Beauty Academy,NJ,134.0
Jersey College,NJ,2173.0
American Institute of Medical Sciences & Education,NJ,330.0
Casal Institute of Nevada,NV,178.0
Career School of NY,NY,67.0
John Paolo's Xtreme Beauty Institute-Goldwell Product Artistry,NY,101.0
Yeshiva of Machzikai Hadas,NY,373.0
Aveda Institute-Columbus,OH,287.0
Paul Mitchell the School-Cincinnati,OH,215.0
Cutter's Edge School of Cosmetology,OK,24.0
Hands on Therapy,TX,51.0
MediaTech Institute-Dallas,TX,191.0
PCCenter,TX,41.0
Aveda Institute-San Antonio,TX,285.0
Skin Science Institute,UT,97.0
Global Health College,VA,361.0
Pacific Northwest University of Health Sciences,WA,
Brensten Education,WI,453.0
The Chicago School of Professional Psychology at Irvine,CA,
Fortis College-Dothan,AL,181.0
Fortis Institute-Pensacola,FL,712.0
Fortis College-Montgomery,AL,315.0
Woodland Community College,CA,2294.0
Dorsey Business Schools-Farmington Hills,MI,75.0
Dorsey Business Schools-Roseville Culinary Academy,MI,163.0
Vatterott College-Appling Farms,TN,285.0
Minnesota School of Business-Moorhead,MN,133.0
Brown Mackie College-Boise,ID,356.0
Brown Mackie College-Tulsa,OK,543.0
Fortis Institute-Birmingham,AL,592.0
Miller-Motte College-Greenville,NC,353.0
The Chicago School of Professional Psychology at Los Angeles,CA,16.0
Metro Business College-Arnold,MO,18.0
The Chicago School of Professional Psychology at Westwood,CA,
Cardiac and Vascular Institute of Ultrasound,AL,44.0
Virginia College-Jacksonville,FL,687.0
Studio Academy of Beauty,AZ,332.0
California Nurses Educational Institute,CA,162.0
RWM Fiber Optics,CA,55.0
Paul Mitchell the School-Sacramento,CA,446.0
Providence Christian College,CA,91.0
Oxford Academy of Hair Design Inc,CT,95.0
Institute of World Politics,DC,
Pontifical John Paul II Institute for Studies on Marriage and Family,DC,
Medical Institute of Palm Beach,FL,66.0
Lake Lanier School of Massage,GA,109.0
Oliver Finley Academy of Cosmetology,ID,210.0
National Career College,CA,147.0
Aveda Institute-Chicago,IL,169.0
Tricoci University of Beauty Culture-Libertyville,IL,119.0
Tricoci University of Beauty Culture-Bridgeview,IL,176.0
The Temple-A Paul Mitchell Partner School,MD,218.0
Center for Massage,NC,25.0
Academy of Hair Design-Oklahoma City,OK,38.0
Education and Technology Institute,PA,0.0
Pulse Beauty Academy-A Paul Mitchell Partner School,PA,162.0
Liberty Technical College,PR,147.0
Toni & Guy Hairdressing Academy-Cranston,RI,159.0
South Texas Training Center,TX,144.0
Vermont College of Fine Arts,VT,
Advanced Welding Institute,VT,25.0
The Art Institute of Washington-Dulles,VA,191.0
Paul Mitchell the School-Memphis,TN,133.0
Pima Medical Institute-East Valley,AZ,459.0
Virginia College-Charleston,SC,414.0
Paul Mitchell the School-Cleveland,OH,176.0
Paul Mitchell the School-Columbus,OH,167.0
Georgia Beauty Academy,GA,106.0
Empire Beauty School-Lauderhill,FL,99.0
Empire Beauty School-Spring Lake Park,MN,109.0
MediaTech Institute-Austin,TX,72.0
MediaTech Institute-Houston,TX,103.0
Fortis College-Phoenix,AZ,290.0
Miller-Motte College-Raleigh,NC,375.0
Lamson Institute,TX,169.0
College of Hair Design-East Campus,NE,112.0
Sanford-Brown College-Online,FL,957.0
Le Cordon Bleu College of Culinary Arts-St Louis,MO,243.0
Heritage College-Wichita,KS,370.0
Heritage College-Little Rock,AR,548.0
Argosy University-Phoenix Online Division,AZ,8349.0
MedTech College-Greenwood Campus,IN,531.0
MedTech College-Ft Wayne Campus,IN,333.0
MedTech College-Lexington Campus,KY,186.0
ITT Technical Institute-Huntington,WV,217.0
ITT Technical Institute-Concord,CA,233.0
ITT Technical Institute-Fort Myers,FL,357.0
ITT Technical Institute-Charlotte North,NC,420.0
Fortis College-Salt Lake City,UT,371.0
Polytechnic University of Puerto Rico-Miami,FL,59.0
Polytechnic University of Puerto Rico-Orlando,FL,69.0
Ross Medical Education Center-Fort Wayne,IN,119.0
Ross Medical Education Center-Portage,MI,165.0
The Commonwealth Medical College,PA,
Josef's West Academy,ND,51.0
Northeast Technology Center-Claremore,OK,64.0
Salon Success Academy-Fontana,CA,58.0
Salon Success Academy-Redlands,CA,82.0
Brown Mackie College-Phoenix,AZ,648.0
Strayer University-West Virginia,WV,156.0
Regency Beauty Institute-Tinley Park,IL,84.0
Regency Beauty Institute-Columbia,SC,41.0
Regency Beauty Institute-South Bend,IN,115.0
Regency Beauty Institute-Detroit Lakeside,MI,91.0
Regency Beauty Institute-Fort Myers,FL,39.0
Regency Beauty Institute-Arlington,TX,87.0
Regency Beauty Institute-Durham,NC,58.0
Minnesota School of Business-Elk River,MN,231.0
Brown Mackie College-Greenville,SC,708.0
Globe University-Sioux Falls,SD,132.0
Globe University-Eau Claire,WI,150.0
Vanguard College of Cosmetology-Baton Rouge,LA,75.0
Globe University-Minneapolis,MN,51.0
Beauty Schools of America-Homestead,FL,613.0
South Texas Vocational Technical Institute-Brownsville,TX,212.0
South Texas Vocational Technical Institute-Corpus Christi,TX,210.0
L'Ecole Culinaire-Memphis,TN,442.0
University of Minnesota-Rochester,MN,479.0
Health And Style Institute,NC,193.0
College of Business and Technology-Cutler Bay,FL,132.0
American National University-Columbus,OH,54.0
Herzing University-Toledo,OH,185.0
Milan Institute-Bakersfield,CA,347.0
Homestead Schools,CA,168.0
Carrington College-Las Vegas,NV,325.0
Carrington College-Reno,NV,343.0
Chamberlain College of Nursing-Florida,FL,851.0
Remington College-Columbia Campus,SC,326.0
Remington College of Nursing Orlando,FL,92.0
Washington Barber College Inc,AR,81.0
InterCoast Colleges-Elk Grove,CA,80.0
Horizon University,CA,34.0
San Diego Culinary Institute,CA,45.0
Beyond 21st Century Beauty Academy,CA,50.0
Academy for Jewish Religion-California,CA,
Angeles College,CA,94.0
Angeles Institute,CA,114.0
Paul Mitchell the School-Temecula,CA,277.0
European Academy of Cosmetology and Hairdressing,CT,12.0
International Institute of Cosmetology,CT,147.0
Florida School of Traditional Midwifery,FL,49.0
Emerald Coast Technical College,FL,115.0
Immokalee Technical College,FL,215.0
American Academy of Cosmetology,FL,117.0
University of Fort Lauderdale,FL,31.0
Aviation Institute of Maintenance-Orlando,FL,209.0
Summit Salon Academy,FL,67.0
Summit Salon Academy-Gainesville,FL,16.0
Tenaj Salon Institute,FL,114.0
Profile Institute of Barber-Styling,GA,71.0
Keune Academy by 124,GA,90.0
Pacific Rim Christian University,HI,96.0
D & L Academy of Hair Design,ID,24.0
Master Educators Beauty School,ID,30.0
Ambria College of Nursing,IL,397.0
Midwestern Career College,IL,85.0
Paul Mitchell the School-Normal,IL,102.0
Innovations Design Academy,IL,50.0
Aveda Fredric's Institute-Indianapolis,IN,218.0
The Salon Professional Academy-Anderson,IN,107.0
Eric Fisher Academy,KS,145.0
A & W Healthcare Educators,LA,40.0
Blackstone Valley Vocational Regional School District,MA,48.0
Southern Worcester County Regional Voc School District,MA,22.0
L'esprit Academy,MI,164.0
Marketti Academy of Cosmetology,MI,78.0
CenterPoint Massage and Shiatsu Therapy School and Clinic,MN,92.0
Avalon School of Cosmetology,MN,29.0
American Business and Technology University,MO,573.0
City Vision University,MO,55.0
Transformed Barber and Cosmetology Academy,MO,81.0
Bitterroot School of Cosmetology,MT,38.0
Atlanta Beauty & Barber Academy,GA,257.0
Montana Academy of Salons,MT,87.0
Park West Barber School,NC,112.0
National Career Institute,NJ,291.0
Toni & Guy Hairdressing Academy-Albuquerque,NM,126.0
International Academy of Style,NV,119.0
EDP School of Computer Programming,NY,105.0
New York Medical Career Training Center,NY,284.0
Institute of Culinary Education,NY,664.0
New Life Business Institute,NY,86.0
The Salon Professional Academy-Tonawanda,NY,143.0
Onondaga School of Therapeutic Massage-Syracuse,NY,60.0
Academy of Cosmetology and Esthetics NYC,NY,107.0
Finger Lakes School of Massage,NY,51.0
Four County Career Center,OH,79.0
Vanity School of Cosmetology,OH,64.0
Summit Salon Academy-Perrysburg,OH,65.0
Portland Actors Conservatory,OR,24.0
Somerset County Technology Center,PA,80.0
Metro Beauty Academy,PA,200.0
Barone Beauty Academy,PA,43.0
Academy for Careers and Technology,SC,39.0
Aiken School of Cosmetology,SC,37.0
Love Beauty School Inc,TN,25.0
Professional Career Training Institute,TX,110.0
Cannon Institute of Higher Learning,TX,12.0
Cardiotech Ultrasound School,TX,43.0
DuVall's School of Cosmetology,TX,89.0
Advanced Beauty College,TX,58.0
Texas Beauty College,TX,70.0
Avenue Five Institute,TX,236.0
The Salon Professional Academy-Lewisville,TX,76.0
Renaissance Academie,UT,76.0
Bethel College,VA,57.0
Institute of Advanced Medical Esthetics,VA,11.0
Gary Manuel Aveda Institute,WA,323.0
Northwest School of Wooden Boat Building,WA,61.0
Pinchot University,WA,
The Salon Professional Academy-Onalaska,WI,74.0
Regency Beauty Institute-North Tucson,AZ,72.0
Brightwood College-Chula Vista,CA,279.0
InterCoast Colleges-Roseville,CA,32.0
West Coast University-Orange County,CA,1477.0
West Coast University-Ontario,CA,1061.0
Dade Medical College-Homestead,FL,292.0
Virginia College-Augusta,GA,921.0
Midwest Technical Institute-East Peoria,IL,651.0
Paul Mitchell the School-Chicago,IL,301.0
Brightwood College-Indianapolis,IN,500.0
Regency Beauty Institute-Evansville,IN,61.0
Regency Beauty Institute-Shreveport,LA,79.0
Regency Beauty Institute-Springfield,MO,58.0
Regency Beauty Institute-Canton,OH,115.0
Regency Beauty Institute-Spartanburg,SC,34.0
Regency Beauty Institute-Chattanooga,TN,35.0
Regency Beauty Institute-Mesquite,TX,83.0
Dorsey Business Schools-Waterford Pontiac,MI,188.0
Regina's College of Beauty-High Point,NC,63.0
Miller-Motte College-Fayetteville,NC,741.0
Drake College of Business-Newark,NJ,1023.0
European Massage Therapy School-Las Vegas,NV,70.0
Harrison College-Grove City,OH,273.0
Miller-Motte Technical College-Columbus,GA,487.0
National University College-Ponce,PR,1240.0
Fortis College-Grand Prairie,TX,260.0
Paul Mitchell the School-St George,UT,117.0
The Art Institute of Virginia Beach,VA,632.0
Bryant & Stratton College-Bayshore,WI,530.0
Daymar College-Online,KY,257.0
Virginia College-Columbia,SC,589.0
Fortis College-Indianapolis,IN,231.0
Brightwood College-Arlington,TX,386.0
Brightwood College-Charlotte,NC,249.0
Kaplan College-Jacksonville,FL,121.0
Globe University-Madison East,WI,212.0
Minnesota School of Business-Lakeville,MN,188.0
Globe University–Green Bay,WI,178.0
Globe University–Madison West,WI,178.0
Globe University–Wausau,WI,117.0
Dade Medical College-Hollywood,FL,248.0
Empire Beauty School-E Memphis,TN,155.0
Empire Beauty School-Nashville,TN,58.0
Empire Beauty School-Jackson,TN,78.0
Empire Beauty School-Springfield,PA,193.0
Empire Beauty School-Paramus,NJ,108.0
Empire Beauty School-Speedway,IN,155.0
Empire Beauty School-Morrow,GA,252.0
Strayer University-Arkansas,AR,152.0
Strayer University-Georgia,GA,3623.0
Strayer University-Louisiana,LA,113.0
Strayer University-Mississippi,MS,159.0
Strayer University-South Carolina,SC,1206.0
Strayer University-Texas,TX,1217.0
The Art Institute of San Antonio,TX,1070.0
Globe University-La Crosse,WI,173.0
The Hair Design School-S Memphis,TN,150.0
The Hair Design School-Charlotte,NC,124.0
The Hair Design School-E Greensboro,NC,140.0
The Hair Design School-Winston-Salem,NC,114.0
Empire Beauty School-West Palm,FL,76.0
Empire Beauty School-Pineville,NC,109.0
The Hair Design School-N Memphis,TN,56.0
Virginia Tech Carilion School of Medicine,VA,
Broadview Entertainment Arts University,UT,125.0
Bryant & Stratton College-Hampton,VA,520.0
Paul Mitchell the School-Phoenix,AZ,143.0
All Beauty College,AZ,37.0
Northern California Institute of Cosmetology Inc,CA,34.0
Golden State College of Court Reporting,CA,51.0
Preferred College of Nursing-Los Angeles,CA,58.0
Trinity School of Health and Allied Sciences,CA,153.0
Paul Mitchell the School-Modesto,CA,90.0
Cosmo Beauty Academy,CA,81.0
Paul Mitchell the School-Fresno,CA,231.0
Unitek College,CA,1017.0
Gurnick Academy of Medical Arts,CA,873.0
Southern California University SOMA,CA,57.0
Paul Mitchell the School-East Bay,CA,221.0
South University–Richmond,VA,665.0
South University–Virginia Beach,VA,724.0
Aveda Institute-Denver,CO,440.0
Paul Mitchell the School-Colorado Springs,CO,241.0
The Salon Professional Academy-Colorado Springs,CO,56.0
Paul Mitchell the School-Delaware,DE,140.0
Future-Tech Institute,FL,38.0
Marchman Technical Education Center,FL,173.0
Eureka Institute of Health and Beauty,FL,82.0
The Salon Professional Academy-Ft Myers,FL,27.0
SOLEX College,IL,85.0
Unity Cosmetology College,IL,52.0
Universal Spa Training Academy,IL,152.0
The Salon Professional Academy-Evansville,IN,93.0
Tri County Regional Vocational Technical High School,MA,65.0
Compass College of Cinematic Arts,MI,96.0
Nova Academy of Cosmetology,MN,89.0
Victory Trade School,MO,20.0
Starting Points Inc,NJ,47.0
The Lab-Paul Mitchell Partner School,NJ,108.0
SAE Institute of Technology-New York,NY,121.0
The Artisan College of Cosmetology,OH,26.0
Sage School of Massage,OR,23.0
Peloton College,TX,85.0
ABC Beauty Academy,TX,30.0
Salon & Spa Institute,TX,68.0
The Academy Waukesha,WI,155.0
ITT Technical Institute-Merrillville,IN,380.0
ITT Technical Institute-Tallahassee,FL,395.0
ITT Technical Institute-Salem,VA,230.0
ITT Technical Institute-Akron,OH,262.0
ITT Technical Institute-Cedar Rapids,IA,1.0
ITT Technical Institute-Corona,CA,446.0
ITT Technical Institute-Johnson City,TN,121.0
ITT Technical Institute-DeSoto,TX,263.0
ITT Technical Institute-North Charleston,SC,270.0
ITT Technical Institute-Aurora,CO,231.0
ITT Technical Institute-West Covina,CA,8.0
ITT Technical Institute-Culver City,CA,312.0
ITT Technical Institute-Dearborn,MI,336.0
ITT Technical Institute-Las Vegas,NV,507.0
Touro University Worldwide,CA,214.0
Touro University California,CA,
The Chicago School of Professional Psychology at Washington DC,DC,
Touro University Nevada,NV,31.0
National College-Willoughby Hills,OH,48.0
Herzing University-Kenosha,WI,435.0
Herzing University-Brookfield,WI,324.0
Heald College-Modesto,CA,927.0
Fortis Institute-Houston,TX,340.0
Southern Careers Institute-Brownsville,TX,497.0
Southern Careers Institute-Harlingen,TX,369.0
Strayer University-Global Region,DC,2738.0
Regina's College of Beauty-Charlotte,NC,92.0
Kenneth Shuler School of Cosmetology-Florence,SC,161.0
Fortis College-Columbia,SC,529.0
Brown Mackie College-Albuquerque,NM,767.0
Brown Mackie College-St Louis,MO,504.0
Avant Gard The School,IN,36.0
The Beauty Institute-Schwarzkopf Professional-Bellingham,WA,84.0
California University of Management and Sciences,CA,98.0
Ross Medical Education Center-Davison,MI,158.0
Ross Medical Education Center-Granger,IN,179.0
Ross Medical Education Center-Niles,OH,164.0
Ross Medical Education Center-Canton,MI,135.0
Pima Medical Institute-Houston,TX,993.0
Illinois Media School-Chicago Campus,IL,256.0
Concorde Career College-Dallas,TX,555.0
Concorde Career Institute-Orlando,FL,436.0
Concorde Career College-San Antonio,TX,547.0
Ecotech Institute,CO,375.0
Johnson & Wales University-Online,RI,143.0
Everest College-Fort Worth South,TX,516.0
Everest College-Santa Ana,CA,333.0
Moreno Valley College,CA,7372.0
Hair Design Institute at Fifth Avenue-New York,NY,182.0
Onondaga School of Therapeutic Massage-Rochester,NY,82.0
Norco College,CA,7867.0
Dorsey Business Schools-Saginaw,MI,207.0
Milan Institute of Cosmetology-La Quinta,CA,176.0
Milan Institute-Nampa,ID,158.0
Milan Institute of Cosmetology-El Paso,TX,410.0
Universal Technical Institute - Dallas Fort Worth,TX,1212.0
Park Avenue School of Cosmetology,MN,60.0
Salter School of Nursing and Allied Health,NH,270.0
Salter School-New Bedford,MA,180.0
Harris School of Business-Upper Darby Campus,PA,776.0
Brown Mackie College-San Antonio,TX,841.0
Cortiva Institute-New Jersey,NJ,71.0
Cambridge Junior College-Woodland,CA,78.0
ICPR Junior College-Manati,PR,506.0
Ridley-Lowell Business & Technical Institute-Danbury,CT,103.0
Artistic Nails and Beauty Academy-Lakeland,FL,208.0
Paul Mitchell the School-Murfreesboro,TN,191.0
Allied American University,CA,2202.0
American Sentinel University,CO,1701.0
Tribeca Flashpoint College,IL,353.0
Hawaii Medical College,HI,3.0
Carolina College of Hair Design,NC,65.0
Virginia College-Baton Rouge,LA,589.0
Remington College-Heathrow Campus,FL,255.0
College of Massage Therapy,ID,35.0
Miller-Motte College-Jacksonville,NC,496.0
Miller-Motte Technical College-Augusta,GA,466.0
Miller-Motte Technical College-Conway,SC,622.0
Virginia College-Macon,GA,433.0
Virginia College-Spartanburg,SC,413.0
Aveda Institute-Portland,OR,361.0
Chamberlain College of Nursing-Virginia,VA,394.0
Summit Salon Academy-Cincinnati,OH,68.0
Penrose Academy,AZ,186.0
Virginia College-Richmond,VA,446.0
Skin Institute,MO,47.0
Northwest Institute of Literary Arts,WA,
Body Therapy Institute,NC,94.0
Beauty Academy of South Florida,FL,239.0
Ogle School Hair Skin Nails-North Dallas,TX,94.0
The Salon Professional Academy-North Little Rock,AR,76.0
The Salon Professional Academy-St Charles,MO,69.0
American College for Medical Careers,FL,377.0
Mildred Elley-New York Campus,NY,590.0
National Paralegal College,AZ,1042.0
Carolina College of Biblical Studies,NC,111.0
Star Career Academy-Audubon,PA,221.0
Allstate Hairstyling & Barber College,OH,34.0
Oxford Graduate School,TN,
Jung Tao School of Classical Chinese Medicine,NC,
New York Film Academy,CA,1453.0
The Collective School Of Music,NY,52.0
International College of Cosmetology,CA,165.0
Bella Capelli Academy,PA,209.0
Institute of Medical Careers,PA,100.0
Toni & Guy Hairdressing Academy-Modesto,CA,69.0
Georgia Christian University,GA,165.0
Flagler Technical Institute,FL,269.0
Galaxy Medical College,CA,31.0
American Medical Sciences Center,CA,84.0
Mandalyn Academy,UT,63.0
Jose Maria Vargas University,FL,30.0
Laird Institute of Spa Therapy,NH,58.0
D A Dorsey Technical College,FL,217.0
Keweenaw Bay Ojibwa Community College,MI,85.0
Meridian Institute of Surgical Assisting,TN,383.0
Mauna Loa Helicopters,HI,8.0
Acaydia School of Aesthetics,UT,22.0
Manhattan Institute,NY,1221.0
Cosmetic Arts Institute,SC,44.0
Holistic Massage Training Institute,MD,31.0
Diamonds Cosmetology College,TX,70.0
Tramy Beauty School,CA,158.0
Northern Virginia School of Therapeutic Massage,VA,89.0
Paul Mitchell the School-St Louis,MO,169.0
Advanced Training Institute,NV,436.0
Cosmopolitan Beauty and Tech School,VA,110.0
Salon 496 Barber Academy,SC,22.0
Shepherds Theological Seminary,NC,2.0
Taylor Andrews Academy of Hair Design-West Jordan,UT,126.0
Santa Ana Beauty Academy,CA,57.0
Grace College of Divinity,NC,111.0
Cosmetology College of Franklin County,MO,16.0
Rochester School of Hair Design,MN,41.0
Aveda Institute-New Mexico,NM,135.0
Nashville Barber and Style Academy,TN,37.0
American Trade School,MO,113.0
Estelle Skin Care and Spa Institute,IL,86.0
Paul Mitchell the School-Honolulu,HI,146.0
Elite Cosmetology School,CA,91.0
American Technical Institute,PR,35.0
Bergin University of Canine Studies,CA,43.0
Aveda Institute-Boise,ID,58.0
American Health Institute,FL,73.0
Pima Medical Institute-Aurora,CO,315.0
Real Barbers College,CA,150.0
Capilo School of Hair Design,ME,147.0
Pure Aesthetics,AZ,33.0
Lindsey Institute of Cosmetology,KY,102.0
The Salon Professional Academy-Iowa City,IA,47.0
Buckner Barber School,TX,26.0
Simmons College of Kentucky,KY,255.0
Atelier Esthetique Institute of Esthetics,NY,127.0
Ashdown College of Health Sciences,CA,31.0
Advanced College of Cosmetology,WI,45.0
North American University,TX,419.0
Entourage Institute of Beauty and Esthetics,KS,111.0
United Beauty College,CO,91.0
Cinta Aveda Institute,CA,241.0
Long Island Nail & Skin Care Institute,NY,145.0
Mesivta Keser Torah,NJ,41.0
Southern California Health Institute,CA,329.0
Best Care Training Institute,NJ,54.0
First Class Cosmetology School,WI,78.0
Millennia Atlantic University,FL,95.0
Abcott Institute,MI,136.0
The Salon Professional Academy-Kenosha,WI,89.0
Paul Mitchell the School-Indianapolis,IN,167.0
Taylor Andrews Academy-St George,UT,109.0
Seymour Beauty Academy,MO,22.0
Protege Academy,MI,105.0
Colorado Academy of Veterinary Technology,CO,72.0
Northeast Technical Institute,ME,453.0
Salinas Beauty College Inc,CA,59.0
Academy for Salon Professionals,CA,125.0
Elite School of Cosmetology,OH,40.0
Paul Mitchell the School-Las Vegas,NV,284.0
The Salon Professional Academy-Kokomo,IN,97.0
Hair Academy,AL,12.0
Florida Academy,FL,200.0
Institute for Doctoral Studies in the Visual Arts,ME,
State Career College,IL,97.0
Paul Mitchell The School-Spokane,WA,224.0
J Renee College,IL,83.0
National Personal Training Institute of Colorado,CO,97.0
International College of Beauty Arts & Sciences,CA,53.0
The Salon Professional Academy-Shorewood,IL,60.0
John Paul the Great Catholic University,CA,195.0
ITT Technical Institute-Durham,NC,216.0
ITT Technical Institute-Hanover,MD,342.0
University of Phoenix-Mississippi,MS,49.0
Independence University,UT,4241.0
National American University-Tulsa,OK,228.0
National American University-Centennial,CO,108.0
National American University-Lee's Summit,MO,309.0
National American University-Colorado Springs South,CO,233.0
Globe University-Appleton,WI,194.0
Salter College-Chicopee,MA,81.0
Chamberlain College of Nursing-Missouri,MO,508.0
Chamberlain College of Nursing-Texas,TX,399.0
ITT Technical Institute-Oakland,CA,170.0
Continental School of Beauty Culture-Mattydale,NY,242.0
Everest College-Bedford Park,IL,393.0
Fortis College-Akron,OH,93.0
Carrington College-Pomona,CA,374.0
Regency Beauty Institute-Copperwood,TX,108.0
Regency Beauty Institute-Little Rock,AR,77.0
Regency Beauty Institute-Baltimore Golden Ring,MD,73.0
Regency Beauty Institute-El Paso,TX,95.0
Regency Beauty Institute-Jacksonville Regency,FL,33.0
Regency Beauty Institute-Knoxville,TN,49.0
Regency Beauty Institute-Fayetteville,AR,47.0
Regency Beauty Institute-Lansing,MI,51.0
Regency Beauty Institute-Jacksonville Orange Park,FL,42.0
Regency Beauty Institute-Crystal Lake,IL,65.0
Regency Beauty Institute-Manassas,VA,86.0
Regency Beauty Institute-Castleton,IN,84.0
Regency Beauty Institute-North Nashville,TN,67.0
Regency Beauty Institute-Round Rock,TX,119.0
Regency Beauty Institute-Merrillville,IN,122.0
Regency Beauty Institute-Roanoke,VA,60.0
Regency Beauty Institute-Toledo,OH,46.0
Regency Beauty Institute-SW Houston,TX,104.0
Everest College-Atlanta West,GA,628.0
Broadview University-Boise,ID,110.0
Advanced Institute of Hair Design-Madison,WI,63.0
Paul Mitchell The School-Columbia,SC,156.0
Paul Mitchell The School-Charleston,SC,201.0
Everest College-Melrose Park,IL,389.0
Kenneth Shuler School of Cosmetology-Greenville,SC,170.0
South University-Accelerated Graduate Programs,GA,
South University-The Art Institute of Fort Worth,TX,329.0
South University-Novi,MI,382.0
Northwest College-Eugene,OR,199.0
Northwest College-Tualatin,OR,102.0
Harrison College-Morrisville,NC,200.0
National University College-Caguas,PR,1032.0
Beauty Schools of America,FL,349.0
CET-Soledad,CA,94.0
MarJon School of Beauty ltd-Lockport,NY,25.0
Houston Training Schools-Southwest,TX,130.0
Vanguard College of Cosmetology-Metairie,LA,111.0
New England Tractor Trailer Training School of Massachusetts,MA,300.0
Heritage College-Columbus,OH,506.0
Utah College of Massage Therapy-Vegas,NV,435.0
Utah College of Massage Therapy-Tempe,AZ,329.0
Utah College of Massage Therapy-Phoenix,AZ,462.0
Utah College of Massage Therapy-Westminster,CO,176.0
Utah College of Massage Therapy-Aurora,CO,256.0
Tint School of Makeup and Cosmetology-Grand Prairie,TX,124.0
Dewey University-Hatillo,PR,158.0
Dewey University-Manati,PR,584.0
Baltimore School of Massage-York,PA,38.0
Allen School-Phoenix,AZ,962.0
Oklahoma Technical College,OK,168.0
Midwest Technical Institute-Moline,IL,289.0
Star Career Academy-Clifton,NJ,266.0
Unitech Training Academy-Alexandria,LA,91.0
Unitech Training Academy-Lake Charles,LA,97.0
Aveda Institute-Los Angeles,CA,166.0
Buchanan Beauty College of Tullahoma,TN,20.0
WellSpring School of Allied Health-Lawrence,KS,43.0
The Art Institute of Wisconsin,WI,529.0
Brown Mackie College-Birmingham,AL,898.0
Regina's College of Beauty,GA,30.0
Manuel and Theresa's School of Hair Design-Victoria,TX,30.0
Tricoci University of Beauty Culture-Chicago NE,IL,89.0
ITT Technical Institute-Bradenton,FL,22.0
ITT Technical Institute-Phoenix West,AZ,319.0
ITT Technical Institute-Brooklyn Center,MN,176.0
ITT Technical Institute-Orlando,FL,225.0
ITT Technical Institute-Waco,TX,174.0
ITT Technical Institute-Myrtle Beach,SC,152.0
Azusa Pacific University College,CA,1055.0
Minneapolis Media Institute,MN,143.0
CollegeAmerica-Phoenix,AZ,569.0
Avalon School of Cosmetology-Phoenix,AZ,318.0
Avalon School of Cosmetology-Layton,UT,165.0
Hair Design Institute,FL,84.0
All-State Career School-Allied Health Campus,PA,322.0
Aveda Institute-Des Moines,IA,199.0
Fortis Institute-Lawrenceville,NJ,290.0
Relay Graduate School of Education,NY,
Brown Mackie College-Oklahoma City,OK,329.0
Miller-Motte Technical College-Macon,GA,363.0
Miller-Motte Technical College-Gulfport,MS,160.0
International Culinary Center-California,CA,129.0
South University–Savannah Online,GA,8808.0
Miller-Motte Technical College-Roanoke,VA,294.0
Whitworth University-Adult Degree Programs,WA,317.0
American Broadcasting School-Online Program,OK,71.0
Springfield College-School of Professional and Continuing Studies,MA,1237.0
Marian Health Careers Center-Van Nuys Campus,CA,63.0
Sanford-Brown College-Brooklyn Center,MN,169.0
Milan Institute-Las Vegas,NV,386.0
Virginia College-Savannah,GA,516.0
Virginia College-Columbus,GA,741.0
Donna's Academy of Hair Design,MO,31.0
New York School of Esthetics & Day Spa,NY,77.0
Panache Academy of Beauty,WI,43.0
ASI Career Institute,NJ,109.0
Midwest Technical Institute-Ridgeland,MS,422.0
Christine Valmy International School of Esthetics & Cosmetology,NJ,115.0
City College-Hollywood,FL,138.0
Paul Mitchell the School-Arlington,TX,268.0
Rocky Mountain University of Health Professions,UT,
MediaTech Institute-Oceanside,CA,65.0
Christie's Education,NY,
Prince Institute-Great Lakes,IL,51.0
Palmetto Beauty School,SC,58.0
Paul Mitchell the School-Fort Myers,FL,112.0
Paul Mitchell The School-Raleigh,NC,152.0
Stella and Charles Guttman Community College,NY,691.0
Lil Lou's Barber College,IN,77.0
Virginia College-Tulsa,OK,39.0
Criswell College,TX,253.0
Virginia College-Knoxville,TN,581.0
Columbia Academy of Cosmetology,SC,44.0
Academy of Couture Art,CA,22.0
Global Institute,PR,34.0
Reflections Academy of Beauty,IL,5.0
